OBJECT A,OBJECT B,ASPECT,ASPECT BELONGS TO,MOST FREQUENT RATING,CONFIDENCE,AMOUNT OF GOOD RATINGS,AMOUNT OF BAD RATINGS,SENTENCE EXAMPLE 1,SENTENCE EXAMPLE 2,SENTENCE EXAMPLE 3,SENTENCE EXAMPLE 4,SENTENCE EXAMPLE 5
oracle,postgresql,easier,postgresql,GOOD,1.0,1,0,postgresql can be easier to install and maintain than oracle.,with postgresql things just work and are much easier to administer than oracle including replication.,"postgresql is a superb database, and dramatically easier to work with and manage than oracle on a day to day basis.",,
oracle,postgresql,performance,postgresql,GOOD,1.0,1,0,i have this silly idea that postgresql could one day be better than oracle (in terms of features and performance - postgresql already beats oracle on cost :-) ).,"berkus said the fact that postgresql 8.2 performance is at the same level, or better than oracle, ibm db2 or microsoft sql server means that more companies will now be open to using postgresql.",,,
oracle,postgresql,source,postgresql,BAD,1.0,0,1,,,,,
oracle,postgresql,projects,postgresql,BAD,1.0,0,1,"to my mind, postgresql is so far superior to both mysql and oracle for small-to-large database projects it's not even funny.",,,,
oracle,postgresql,easier to install and maintain,postgresql,GOOD,1.0,1,0,postgresql can be easier to install and maintain than oracle.,,,,
oracle,postgresql,easier to use,postgresql,BAD,1.0,0,1,,,,,
oracle,postgresql,easier to administer,postgresql,GOOD,1.0,1,0,with postgresql things just work and are much easier to administer than oracle including replication.,,,,
oracle,postgresql,funny,postgresql,BAD,1.0,0,1,"to my mind, postgresql is so far superior to both mysql and oracle for small-to-large database projects it's not even funny.",,,,
oracle,postgresql,easier to work with and manage,postgresql,GOOD,1.0,1,0,"postgresql is a superb database, and dramatically easier to work with and manage than oracle on a day to day basis.",,,,
oracle,postgresql,better to work with,postgresql,BAD,1.0,0,1,"the documentation sucks compared to either mysql or postgresql, but it's a million times better to work with than the oracle crap.",,,,
golf,tennis,lighter,golf,BAD,1.0,0,1,the golf drivers have gotten lighter even faster because you can more consistently hit the sweetspot with the golf clubs than you can with tennis.,,,,
golf,tennis,sweetspot,golf,BAD,1.0,0,1,the golf drivers have gotten lighter even faster because you can more consistently hit the sweetspot with the golf clubs than you can with tennis.,,,,
golf,tennis,clubs,golf,BAD,1.0,0,1,the golf drivers have gotten lighter even faster because you can more consistently hit the sweetspot with the golf clubs than you can with tennis.,,,,
golf,tennis,easier to dominate a game like badminton,golf,BAD,1.0,0,1,"it is very difficult to dominate a game like golf, it is much easier to dominate a game like badminton, squash or even tennis, because when you are a little bit better than the rest, you will dominate .",,,,
golf,tennis,bit,golf,BAD,1.0,0,1,"it is very difficult to dominate a game like golf, it is much easier to dominate a game like badminton, squash or even tennis, because when you are a little bit better than the rest, you will dominate .",,,,
golf,tennis,easier for me,golf,GOOD,1.0,1,0,"golf has always seemed to come easier for me than tennis,  he said.",,,,
golf,tennis,tiger,golf,BAD,1.0,0,1,ign makes out that the golf mini game is better than tiger woods and the tennis game is better than smash tennis.,"american golf may be in slight decline because of tiger woods' great fall and rory mcilroy's meteoric rise, but it is in considerably better shape than its country-club cousin, tennis.","b) the realization that pete, whether you agree with him or not, thinks that nike and golf have done a better job presenting tiger woods to the world than has been the case with tennis and federer.",,
golf,tennis,heavier,golf,BAD,1.0,0,1,,,,,
golf,tennis,nicer,golf,BAD,1.0,0,1,"you wear nicer clothes to church than you do to work, and nicer clothes to a wedding than you do to church, and if you were playing golf, you would be dressed better than if you were playing tennis.",the scenary at a golf tournament is much nicer than a tennis stadium.,"golf shirts are usually even nicer than the tennis stuff, and the same breathable material.",,
golf,tennis,rest,golf,BAD,1.0,0,1,"it is very difficult to dominate a game like golf, it is much easier to dominate a game like badminton, squash or even tennis, because when you are a little bit better than the rest, you will dominate .","none combine the historic elegance of the vinoy® renaissance st. petersburg resort & golf club with the superior quality and convenience of its marina, golf course and world-class tennis facility, health club, award-winning restaurants and waterfront location.","more than just a golf resort, an abundance of superior features are offered, including the clubhouse, legends grill restaurant and a fitness centre complete with day/night tennis courts, 25m lap pool and spa.",,
golf,tennis,faster,tennis,BAD,1.0,0,1,"tennis players get old much faster than golfers, but major titles are easier to win in tennis for superstars at their peaks than in golf.","because both the racquet and ball are bigger, it's easier for a child to learn to hit a tennis ball faster than it is a golf ball.","in every sport it's clear that standards now are better than 90 years ago - athletics times & distances are better, tennis players are stronger, faster, better, same with golf etc etc. .","tennis makes a person mature faster than any other sport, o.k. maybe golf, but the sport of tennis and golf does take the most time of a professional.","this is an oversimplified explanation of a game that incorporates the finesse of a tennis placement, is faster than handball, requires the exact timing of golf and must be seen to realise the thrills it can elicit."
golf,tennis,bigger,tennis,BAD,1.0,0,1,"because both the racquet and ball are bigger, it's easier for a child to learn to hit a tennis ball faster than it is a golf ball.",,,,
golf,tennis,ball,tennis,BAD,1.0,0,1,"for example, running was poorer than swimming, handball, tennis and a bit better than walking, golf and bowls in improving the flexibility.","because both the racquet and ball are bigger, it's easier for a child to learn to hit a tennis ball faster than it is a golf ball.","btw, standards for size and weight of tennis rackets would be about 10 times easier to enforce than those for golf clubs or baseball bats.","baseball, volleyball, soccer, football, climbing, golf, fishing, skiing, martial arts, diving, gymnastics, swimming, curling (a sport which is much harder than i ever would have imagined) and yes, unquestionably tennis, were represented.","freeway chased after it, but when he got to it he was a little wary because the golf ball was smaller, harder and denser than the tennis ball he is used to."
golf,tennis,easier,tennis,GOOD,1.0,1,0,"tennis players get old much faster than golfers, but major titles are easier to win in tennis for superstars at their peaks than in golf.","tennis is a much better sport than golf: cheaper to play, more exciting, easier to learn, etc.",u.s. open: predictions in tennis are even easier than golf .,(and federer is more dominant in tennis simply because it's easier to dominate tennis than golf.,but maybe tennis is that much easier to re-master than golf.... .
